SA2_MAINCODE_2016,SA2_NAME_2016,SED_CODE_2018,SED_NAME_2018,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
602021055,Grindelwald - Lanena,60113,Bass (Rosevears),1,Good,Acceptable,0
602021056,Hadspen - Carrick,60505,Lyons (Launceston),0.7550325,Acceptable,Acceptable,0
602021056,Hadspen - Carrick,60506,Lyons (McIntyre),0.2449675,Acceptable,Acceptable,0
602021057,Westbury,60506,Lyons (McIntyre),1,Acceptable,Acceptable,0
602031058,Dilston - Lilydale,60115,Bass (Windermere),1,Good,Acceptable,0
602031059,George Town,60115,Bass (Windermere),1,Good,Acceptable,0
602031060,Longford,60505,Lyons (Launceston),0.0545819,Acceptable,Acceptable,0
602031060,Longford,60506,Lyons (McIntyre),0.9454181,Acceptable,Acceptable,0
602031061,Northern Midlands,60506,Lyons (McIntyre),0.596929,Acceptable,Acceptable,0
602031061,Northern Midlands,60512,Lyons (Prosser),0.403071,Acceptable,Acceptable,0
602031062,Perth - Evandale,60505,Lyons (Launceston),0.1492126,Acceptable,Acceptable,0
602031062,Perth - Evandale,60506,Lyons (McIntyre),0.8507874,Acceptable,Acceptable,0
602031064,St Helens - Scamander,60506,Lyons (McIntyre),1,Acceptable,Acceptable,0
602031099,Flinders and Cape Barren Islands,60106,Bass (McIntyre),1,Good,Acceptable,0
602031100,Scottsdale - Bridport,60106,Bass (McIntyre),1,Good,Acceptable,0
603011065,Central Highlands,60501,Lyons (Derwent),1,Good,Acceptable,0
603011066,Derwent Valley,60501,Lyons (Derwent),1,Good,Acceptable,0
603011067,Southern Midlands,60512,Lyons (Prosser),1,Acceptable,Acceptable,0
603011068,Wilderness - East,60501,Lyons (Derwent),1,Good,Acceptable,0
603021069,Bruny Island - Kettering,60404,Franklin (Huon),1,Good,Acceptable,0
603021070,Cygnet,60404,Franklin (Huon),1,Good,Acceptable,0
603021071,Geeveston - Dover,60404,Franklin (Huon),1,Good,Acceptable,0
603021072,Huonville - Franklin,60404,Franklin (Huon),1,Good,Acceptable,0
603031073,Forestier - Tasman,60512,Lyons (Prosser),1,Acceptable,Acceptable,0
603031074,Triabunna - Bicheno,60512,Lyons (Prosser),1,Acceptable,Acceptable,0
604011075,Acton - Upper Burnie,60208,Braddon (Montgomery),1,Good,Acceptable,0
604011076,Burnie - Ulverstone Region,60208,Braddon (Montgomery),1,Good,Acceptable,0
604011077,Burnie - Wivenhoe,60208,Braddon (Montgomery),0.2320627,Good,Acceptable,0
604011077,Burnie - Wivenhoe,60209,Braddon (Murchison),0.7679373,Good,Acceptable,0
604011078,Parklands - Camdale,60209,Braddon (Murchison),1,Good,Acceptable,0
604011079,Penguin - Sulphur Creek,60208,Braddon (Montgomery),1,Good,Acceptable,0
604011080,Romaine - Havenview,60208,Braddon (Montgomery),1,Good,Acceptable,0
604011081,Somerset,60209,Braddon (Murchison),1,Good,Acceptable,0
604011082,Ulverstone,60208,Braddon (Montgomery),1,Good,Acceptable,0
604011083,West Ulverstone,60208,Braddon (Montgomery),1,Good,Acceptable,0
604011084,Wynyard,60209,Braddon (Murchison),1,Good,Acceptable,0
604021085,Devonport,60207,Braddon (Mersey),1,Good,Acceptable,0
604021086,East Devonport,60207,Braddon (Mersey),1,Good,Acceptable,0
604021087,Latrobe,60207,Braddon (Mersey),1,Good,Acceptable,0
604021088,Miandetta - Don,60207,Braddon (Mersey),1,Good,Acceptable,0
604021089,Port Sorell,60207,Braddon (Mersey),1,Good,Acceptable,0
604021090,Quoiba - Spreyton,60207,Braddon (Mersey),1,Good,Acceptable,0
604021091,Sheffield - Railton,60506,Lyons (McIntyre),0.19727,Acceptable,Acceptable,0
604021091,Sheffield - Railton,60508,Lyons (Montgomery),0.80273,Acceptable,Acceptable,0
604021092,Turners Beach - Forth,60207,Braddon (Mersey),0.1066838,Good,Acceptable,0
604021092,Turners Beach - Forth,60208,Braddon (Montgomery),0.8933162,Good,Acceptable,0
604031093,King Island,60209,Braddon (Murchison),1,Good,Acceptable,0
604031094,North West,60209,Braddon (Murchison),1,Good,Acceptable,0
604031095,Smithton,60209,Braddon (Murchison),1,Good,Acceptable,0
604031096,Waratah,60209,Braddon (Murchison),1,Good,Acceptable,0
604031097,West Coast (Tas.),60209,Braddon (Murchison),1,Good,Acceptable,0
604031098,Wilderness - West,60209,Braddon (Murchison),1,Good,Acceptable,0
701011001,Darwin Airport,70023,Spillett,1,Acceptable,Acceptable,0
701011002,Darwin City,70021,Port Darwin,1,Good,Acceptable,0
701011003,East Point,70011,Fannie Bay,1,Acceptable,Acceptable,0
701011004,Fannie Bay - The Gardens,70011,Fannie Bay,1,Acceptable,Acceptable,0
701011005,Larrakeyah,70021,Port Darwin,1,Good,Acceptable,0
701011006,Ludmilla - The Narrows,70011,Fannie Bay,0.2007126,Acceptable,Acceptable,0
701011006,Ludmilla - The Narrows,70012,Fong Lim,0.4861441,Acceptable,Acceptable,0
701011006,Ludmilla - The Narrows,70023,Spillett,0.3131433,Acceptable,Acceptable,0
701011007,Parap,70011,Fannie Bay,1,Acceptable,Acceptable,0
701011008,Stuart Park,70012,Fong Lim,1,Acceptable,Acceptable,0
701011009,Woolner - Bayview - Winnellie,70012,Fong Lim,0.9246814,Acceptable,Acceptable,0
701011009,Woolner - Bayview - Winnellie,70023,Spillett,0.0753186,Acceptable,Acceptable,0
701021010,Alawa,70008,Casuarina,0.368049,Acceptable,Acceptable,0
701021010,Alawa,70014,Johnston,0.631951,Good,Acceptable,0
701021011,Anula,70022,Sanderson,1,Acceptable,Acceptable,0
701021012,Berrimah,70018,Nelson,0.3203429,Acceptable,Acceptable,0
701021012,Berrimah,70023,Spillett,0.6796571,Acceptable,Acceptable,0
701021013,Brinkin - Nakara,70008,Casuarina,1,Acceptable,Acceptable,0
701021014,Buffalo Creek,70025,Wanguri,1,Acceptable,Acceptable,0
701021015,Charles Darwin,70023,Spillett,1,Acceptable,Acceptable,0
701021016,Coconut Grove,70011,Fannie Bay,0.6323047,Acceptable,Acceptable,0
701021016,Coconut Grove,70020,Nightcliff,0.3676953,Good,Acceptable,0
701021017,East Arm,70023,Spillett,1,Acceptable,Acceptable,0
701021018,Jingili,70014,Johnston,1,Good,Acceptable,0
701021019,Karama,70015,Karama,1,Acceptable,Acceptable,0
701021020,Leanyer,70025,Wanguri,1,Acceptable,Acceptable,0
701021021,Lyons (NT),70008,Casuarina,0.4987479,Acceptable,Acceptable,0
701021021,Lyons (NT),70025,Wanguri,0.5012521,Acceptable,Acceptable,0
701021022,Malak - Marrara,70015,Karama,0.6612478,Acceptable,Acceptable,0
701021022,Malak - Marrara,70022,Sanderson,0.3084359,Acceptable,Acceptable,0
701021022,Malak - Marrara,70023,Spillett,0.0303163,Acceptable,Acceptable,0
701021023,Millner,70014,Johnston,1,Good,Acceptable,0
701021024,Moil,70014,Johnston,1,Good,Acceptable,0
701021025,Nightcliff,70020,Nightcliff,1,Good,Acceptable,0
701021026,Rapid Creek,70020,Nightcliff,1,Good,Acceptable,0
701021027,Tiwi,70008,Casuarina,1,Acceptable,Acceptable,0
701021028,Wagaman,70022,Sanderson,1,Acceptable,Acceptable,0
701021029,Wanguri,70025,Wanguri,1,Acceptable,Acceptable,0
701021030,Wulagi,70022,Sanderson,1,Acceptable,Acceptable,0
701031031,Howard Springs,70018,Nelson,1,Acceptable,Acceptable,0
