LOCALITY_NAME_NOV2019,LOCALITY_PID_NOV2019,CED_CODE_2018,CED_NAME_2018,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
MILLOO,VIC1680,235,Nicholls,0.9999997,Good,Good,0
MILLS LAKE,WA2185,511,O'Connor,1,Good,Good,0
MILLSTREAM,QLD1887,317,Kennedy,1,Good,Good,0
MILLSTREAM,WA2026,506,Durack,1,Good,Good,0
MILLSWOOD,SA835,401,Adelaide,0.5347372,Good,Good,0
MILLSWOOD,SA835,403,Boothby,0.4652628,Good,Good,0
MILLTHORPE,NSW2645,107,Calare,1,Good,Good,0
MILLTOWN,VIC1681,237,Wannon,1,Good,Good,0
MILLWOOD,QLD1888,321,Maranoa,1,Good,Good,0
MILMAN,QLD1889,305,Capricornia,1,Good,Good,0
MILNES BRIDGE,VIC1682,229,Mallee,1,Good,Good,0
MILO,WA2358,506,Durack,1,Good,Good,0
MILORA,QLD1890,330,Wright,1,Good,Good,0
MILPARA,WA3021,511,O'Connor,1,Good,Good,0
MILPARINKA,NSW2646,134,Parkes,1,Good,Good,0
MILPERRA,NSW2647,101,Banks,0,Acceptable,Good,1
MILPERRA,NSW2647,105,Blaxland,1,Good,Good,0
MILROY,NSW2648,134,Parkes,1,Good,Good,0
MILROY,NSW2649,107,Calare,1,Good,Good,0
MILSONS PASSAGE,NSW2650,104,Berowra,1,Acceptable,Good,0
MILSONS POINT,NSW2651,132,North Sydney,1,Good,Good,0
MILTALIE,SA836,404,Grey,1,Good,Good,0
MILTON,NSW2652,116,Gilmore,1,Good,Good,0
MILTON,QLD1891,304,Brisbane,1,Good,Good,0
MILTON,QLD1891,328,Ryan,0,Good,Good,1
MILVALE,NSW2653,139,Riverina,1,Good,Good,0
MILYAKBURRA,NT190,701,Lingiari,1,Good,Good,0
MIMEGARRA,WA2079,506,Durack,1,Good,Good,0
MIMILI,SA210006268,404,Grey,1,Good,Good,0
MIMOSA,NSW2654,139,Riverina,1,Good,Good,0
MIMOSA,QLD1892,311,Flynn,1,Good,Good,0
MIN MIN,QLD1893,317,Kennedy,1,Good,Good,0
MINBRIE,SA837,404,Grey,1,Good,Good,0
MINBUN,QLD1894,317,Kennedy,1,Good,Good,0
MINBURRA,SA838,404,Grey,1,Good,Good,0
MINBURRA PLAIN,SA210006148,404,Grey,1,Good,Good,0
MINBURRA STATION,SA210006152,404,Grey,1,Good,Good,0
MINCHA,VIC1683,229,Mallee,1,Good,Good,0
MINCHA WEST,VIC1684,229,Mallee,1,Good,Good,0
MINCHINBURY,NSW2655,128,McMahon,1,Acceptable,Good,0
MINDARABIN,WA2180,511,O'Connor,1,Good,Good,0
MINDARIBBA,NSW2656,124,Lyne,1,Good,Good,0
MINDARIE,SA839,402,Barker,1,Good,Good,0
MINDARIE,WA3200,512,Pearce,1,Good,Good,0
MINDARRA,WA2272,512,Pearce,1,Good,Good,0
MINDEN,QLD1895,301,Blair,1,Good,Good,0
MINDING,WA2148,511,O'Connor,1,Good,Good,0
MINERS REST,VIC1685,202,Ballarat,1,Good,Good,0
MINERVA,QLD1896,311,Flynn,1,Good,Good,0
MINGARY,SA210006222,404,Grey,1,Good,Good,0
MINGAY,VIC1686,237,Wannon,1,Good,Good,0
MINGBOOL,SA840,402,Barker,1,Good,Good,0
MINGELA,QLD3393,317,Kennedy,1,Good,Good,0
MINGENEW,WA3260,506,Durack,1,Good,Good,0
MINGO,QLD1897,311,Flynn,1,Good,Good,0
MINGOOLA,NSW5024,130,New England,1,Good,Good,0
MINGOOLA,QLD1899,321,Maranoa,1,Good,Good,0
MINHAMITE,VIC1687,237,Wannon,1,Good,Good,0
MINIGIN,WA2158,511,O'Connor,1,Good,Good,0
MINILYA,WA1737,506,Durack,1,Good,Good,0
MINIMAY,VIC1688,229,Mallee,1,Good,Good,0
MINIMBAH,NSW2657,124,Lyne,1,Good,Good,0
MININERA,VIC1689,237,Wannon,1,Good,Good,0
MINIYERI,NT191,701,Lingiari,1,Good,Good,0
MINJAH,VIC1690,237,Wannon,1,Good,Good,0
MINJARY,NSW2658,113,Eden-Monaro,1,Good,Good,0
MINJILANG,NT192,701,Lingiari,1,Good,Good,0
MINLATON,SA841,404,Grey,1,Good,Good,0
MINMI,NSW2659,131,Newcastle,1,Good,Good,0
MINMINDIE,VIC1691,229,Mallee,1,Good,Good,0
MINNAMOOLKA,QLD1900,317,Kennedy,1,Good,Good,0
MINNAMURRA,NSW2660,116,Gilmore,1,Good,Good,0
MINNENOOKA,WA2713,506,Durack,1,Good,Good,0
MINNIE DOWNS,QLD1901,321,Maranoa,1,Good,Good,0
MINNIE WATER,NSW2661,133,Page,1,Good,Good,0
MINNIPA,SA842,404,Grey,1,Good,Good,0
MINNIVALE,WA2304,506,Durack,1,Good,Good,0
MINORE,NSW2662,134,Parkes,1,Good,Good,0
MINTARO,SA843,404,Grey,1,Good,Good,0
MINTO,NSW2663,125,Macarthur,1,Good,Good,0
MINTO HEIGHTS,NSW2664,125,Macarthur,1,Good,Good,0
MINVALARA,SA844,404,Grey,1,Good,Good,0
MINYAMA,QLD1902,310,Fisher,1,Good,Good,0
MINYIP,VIC1692,229,Mallee,1,Good,Good,0
MINYIRR,WA3002,506,Durack,1,Good,Good,0
MIOWERA,VIC1693,216,Gippsland,1,Good,Good,0
MIRA MAR,WA3017,511,O'Connor,1,Good,Good,0
MIRADOR,NSW2665,113,Eden-Monaro,1,Good,Good,0
MIRALIE,VIC1694,229,Mallee,1,Good,Good,0
MIRAM,VIC1695,229,Mallee,1,Good,Good,0
MIRANDA,NSW2666,109,Cook,1,Good,Good,0
MIRANDA,SA845,404,Grey,1,Good,Good,0
MIRANI,QLD1903,305,Capricornia,1,Good,Good,0
MIRANNIE,NSW2667,121,Hunter,1,Good,Good,0
MIRBOO,VIC1696,216,Gippsland,0.260274,Good,Good,0
MIRBOO,VIC1696,234,Monash,0.739726,Good,Good,0
MIRBOO NORTH,VIC1697,234,Monash,1,Good,Good,0
MIRIAM VALE,QLD1904,311,Flynn,1,Good,Good,0
MIRIMBAH,VIC1698,222,Indi,1,Good,Good,0
MIRRABOOKA,NSW2668,121,Hunter,1,Good,Good,0
MIRRABOOKA,WA3188,514,Stirling,1,Good,Good,0
MIRRANATWA,VIC1699,237,Wannon,1,Good,Good,0
MIRRIWINNI,QLD3373,317,Kennedy,1,Good,Good,0
MIRROOL,NSW2669,139,Riverina,1,Good,Good,0
MISSABOTTI,NSW2670,110,Cowper,1,Good,Good,0
MISSEN FLAT,QLD1906,321,Maranoa,1,Good,Good,0
MISSION BEACH,QLD1907,317,Kennedy,1,Good,Good,0
MISSION RIVER,QLD1911,318,Leichhardt,1,Good,Good,0
MITCHAM,SA846,403,Boothby,1,Good,Good,0
MITCHAM,VIC1700,211,Deakin,1,Good,Good,0
MITCHELL,ACT701,803,Fenner,1,Good,Good,0
MITCHELL,NSW2671,107,Calare,1,Good,Good,0
MITCHELL,NT193,702,Solomon,1,Good,Good,0
MITCHELL,QLD1915,321,Maranoa,1,Good,Good,0
MITCHELL,SA847,404,Grey,1,Good,Good,0
MITCHELL PARK,SA848,403,Boothby,1,Good,Good,0
MITCHELL PARK,VIC1701,202,Ballarat,1,Good,Good,0
MITCHELL PLATEAU,WA1846,506,Durack,1,Good,Good,0
MITCHELLS FLAT,NSW2672,121,Hunter,1,Good,Good,0
MITCHELLS ISLAND,NSW2673,124,Lyne,1,Good,Good,0
MITCHELLSTOWN,VIC1702,235,Nicholls,1,Good,Good,0
MITCHELLVILLE,SA849,404,Grey,1,Good,Good,0
MITCHELTON,QLD1916,328,Ryan,1,Good,Good,0
MITCHIDY MOOLA,SA210006021,404,Grey,1,Good,Good,0
MITIAMO,VIC1703,229,Mallee,0.8053097,Good,Good,0
MITIAMO,VIC1703,235,Nicholls,0.1946903,Good,Good,0
MITRE,VIC1704,229,Mallee,1,Good,Good,0
MITTA MITTA,VIC1705,216,Gippsland,1e-07,Good,Good,1
MITTA MITTA,VIC1705,222,Indi,0.9999999,Good,Good,0
MITTAGONG,NSW2674,147,Whitlam,1,Good,Good,0
MITTYACK,VIC1706,229,Mallee,1,Good,Good,0
MIVA,QLD1917,329,Wide Bay,1,Good,Good,0
MOA ISLAND,QLD1918,318,Leichhardt,1,Good,Good,0
MOAMA,NSW2675,114,Farrer,1,Good,Good,0
MOANA,SA850,406,Kingston,1,Good,Good,0
MOBILONG,SA851,402,Barker,1,Good,Good,0
MOBRUP,WA2106,511,O'Connor,1,Good,Good,0
MOCARDY,WA1904,506,Durack,1,Good,Good,0
MOCKINYA,VIC1707,229,Mallee,1,Good,Good,0
MOCULTA,SA852,402,Barker,1,Good,Good,0
MODANVILLE,NSW2676,133,Page,1,Good,Good,0
MODBURY,SA853,407,Makin,1,Good,Good,0
MODBURY HEIGHTS,SA854,407,Makin,1,Good,Good,0
MODBURY NORTH,SA855,407,Makin,1,Good,Good,0
MODELLA,VIC1708,234,Monash,1,Good,Good,0
MODEWARRE,VIC1709,209,Corangamite,1,Good,Good,0
MOE,VIC1710,234,Monash,1,Good,Good,0
MOE SOUTH,VIC1711,234,Monash,1,Good,Good,0
MOERLONG,SA856,402,Barker,1,Good,Good,0
MOFFAT BEACH,QLD1919,310,Fisher,1,Good,Good,0
MOFFATDALE,QLD1920,329,Wide Bay,1,Good,Good,0
MOGAREEKA,NSW2677,113,Eden-Monaro,1,Good,Good,0
MOGENDOURA,NSW2678,116,Gilmore,1,Good,Good,0
MOGGILL,QLD1921,328,Ryan,1,Good,Good,0
MOGGS CREEK,VIC1712,209,Corangamite,1,Good,Good,0
MOGGS SWAMP,NSW2679,130,New England,1,Good,Good,0
MOGILLA,NSW2680,113,Eden-Monaro,1,Good,Good,0
MOGLONEMBY,VIC1713,235,Nicholls,1,Good,Good,0
MOGO,NSW2681,116,Gilmore,1,Good,Good,0
MOGO,NSW2682,107,Calare,1,Good,Good,0
MOGO CREEK,NSW2683,127,Macquarie,1,Good,Good,0
MOGOOD,NSW2684,116,Gilmore,1,Good,Good,0
MOGRANI,NSW2685,124,Lyne,1,Good,Good,0
MOGRIGUY,NSW2686,134,Parkes,1,Good,Good,0
MOGUMBER,WA2273,506,Durack,1,Good,Good,0
MOIL,NT194,702,Solomon,1,Good,Good,0
MOINA,TAS405,605,Lyons,1,Good,Good,0
MOKEPILLY,VIC1714,237,Wannon,1,Good,Good,0
MOKINE,WA2640,512,Pearce,1,Good,Good,0
MOKUP,WA2105,511,O'Connor,1,Good,Good,0
MOLANGUL,QLD1922,311,Flynn,1,Good,Good,0
MOLE CREEK,TAS406,605,Lyons,1,Good,Good,0
MOLE RIVER,NSW2687,130,New England,1,Good,Good,0
MOLENDINAR,QLD1923,323,Moncrieff,1,Good,Good,0
MOLESWORTH,TAS407,605,Lyons,1,Good,Good,0
MOLESWORTH,VIC1715,222,Indi,1,Good,Good,0
MOLEVILLE CREEK,NSW2688,133,Page,1,Good,Good,0
MOLIAGUL,VIC1716,229,Mallee,1,Good,Good,0
MOLKA,VIC1717,235,Nicholls,1,Good,Good,0
MOLLERIN,WA1970,506,Durack,1,Good,Good,0
MOLLONGGHIP,VIC1718,202,Ballarat,1,Good,Good,0
MOLLOY ISLAND,WA3027,507,Forrest,1,Good,Good,0
MOLLYAN,NSW2689,134,Parkes,1,Good,Good,0
MOLLYMOOK,NSW2690,116,Gilmore,1,Good,Good,0
MOLLYMOOK BEACH,NSW2691,116,Gilmore,1,Good,Good,0
MOLOGA,VIC1719,229,Mallee,1,Good,Good,0
MOLONG,NSW2692,107,Calare,1,Good,Good,0
MOLONGLO,ACT930,801,Bean,1,Good,Good,0
MOLTEMA,TAS408,605,Lyons,1,Good,Good,0
MOLYULLAH,VIC1720,222,Indi,1,Good,Good,0
MON REPOS,QLD1924,316,Hinkler,1,Good,Good,0
MONA MONA,QLD1925,318,Leichhardt,1,Good,Good,0
MONA PARK,QLD1926,306,Dawson,1,Good,Good,0
MONA VALE,NSW2693,126,Mackellar,1,Good,Good,0
MONAK,NSW2694,114,Farrer,1,Good,Good,0
MONAL,QLD1927,311,Flynn,1,Good,Good,0
MONALTRIE,NSW2695,133,Page,1,Good,Good,0
MONARCH GLEN,QLD3391,330,Wright,1,Good,Good,0
MONARTO,SA857,402,Barker,1,Good,Good,0
MONARTO SOUTH,SA858,402,Barker,1,Good,Good,0
MONASH,ACT603,801,Bean,1,Good,Good,0
MONASH,SA859,402,Barker,1,Good,Good,0
MONBULK,VIC1721,206,Casey,1,Good,Good,0
MONBULLA,SA860,402,Barker,1,Good,Good,0
MONCRIEFF,ACT932,803,Fenner,1,Good,Good,0
MONDAYONG,NSW2696,116,Gilmore,1,Good,Good,0
MONDROOK,NSW2697,124,Lyne,1,Good,Good,0
MONDURAN,QLD1928,311,Flynn,1,Good,Good,0
MONDURE,QLD1929,311,Flynn,1,Good,Good,0
MONEGEETTA,VIC1722,231,McEwen,1,Good,Good,0
MONGA,NSW2698,113,Eden-Monaro,1,Good,Good,0
MONGANS BRIDGE,VIC1723,222,Indi,1,Good,Good,0
MONGARLOWE,NSW2699,113,Eden-Monaro,1,Good,Good,0
MONGOGARIE,NSW2700,133,Page,1,Good,Good,0
MONGOLATA,SA861,404,Grey,1,Good,Good,0
MONIA GAP,NSW2701,114,Farrer,1,Good,Good,0
MONIVAE,NSW2702,107,Calare,1,Good,Good,0
MONJEBUP,WA2176,511,O'Connor,1,Good,Good,0
MONJINGUP,WA2399,511,O'Connor,1,Good,Good,0
MONKERAI,NSW2703,124,Lyne,1,Good,Good,0
MONKEY MIA,WA3274,506,Durack,1,Good,Good,0
MONKLAND,QLD1930,329,Wide Bay,1,Good,Good,0
MONOGORILBY,QLD1931,311,Flynn,1,Good,Good,0
MONOMAK,VIC1724,216,Gippsland,1,Good,Good,0
MONOMEITH,VIC1725,234,Monash,1,Good,Good,0
MONS,QLD1932,309,Fairfax,1,Good,Good,0
MONSILDALE,QLD1933,301,Blair,1,Good,Good,0
MONT ALBERT,VIC1726,225,Kooyong,1,Good,Good,0
MONT ALBERT NORTH,VIC1727,225,Kooyong,1,Good,Good,0
MONTACUTE,SA862,408,Mayo,1,Good,Good,0
MONTAGU,TAS409,602,Braddon,1,Good,Good,0
MONTAGU BAY,TAS410,604,Franklin,1,Good,Good,0
MONTANA,TAS411,605,Lyons,1,Good,Good,0
MONTARRA,SA863,408,Mayo,1,Good,Good,0
MONTEAGLE,NSW2704,139,Riverina,1,Good,Good,0
MONTECOLLUM,NSW2705,138,Richmond,1,Good,Good,0
MONTEFIORES,NSW2706,107,Calare,1,Good,Good,0
MONTEITH,SA864,402,Barker,1,Good,Good,0
MONTELLO,TAS412,602,Braddon,1,Good,Good,0
MONTEREY,NSW2707,109,Cook,1,Good,Good,0
MONTGOMERY,VIC1728,216,Gippsland,1,Good,Good,0
MONTMORENCY,VIC1729,224,Jagajaga,1,Good,Good,0
MONTO,QLD1934,311,Flynn,1,Good,Good,0
MONTROSE,QLD1935,321,Maranoa,1,Good,Good,0
MONTROSE,QLD1936,321,Maranoa,1,Good,Good,0
MONTROSE,TAS413,603,Clark,1,Good,Good,0
MONTROSE,VIC1730,206,Casey,1,Good,Good,0
MONTUMANA,TAS414,602,Braddon,1,Good,Good,0
MONTVILLE,QLD1937,310,Fisher,1,Good,Good,0
MOOBALL,NSW2708,138,Richmond,1,Good,Good,0
MOOBI,NSW2709,130,New England,1,Good,Good,0
MOOCKRA,SA865,404,Grey,1,Good,Good,0
MOODIARRUP,WA2104,511,O'Connor,1,Good,Good,0
MOODLU,QLD1938,320,Longman,1,Good,Good,0
MOODY,SA866,404,Grey,1,Good,Good,0
MOOGA,QLD1939,321,Maranoa,1,Good,Good,0
MOOGARA,TAS415,605,Lyons,1,Good,Good,0
MOOGEM,NSW2710,130,New England,1,Good,Good,0
MOOGERAH,QLD1940,330,Wright,1,Good,Good,0
MOOJEBING,WA2565,511,O'Connor,1,Good,Good,0
MOOKERAWA,NSW2711,107,Calare,1,Good,Good,0
MOOKIMA WYBRA,NSW2712,133,Page,1,Good,Good,0
MOOLA,QLD1941,321,Maranoa,1,Good,Good,0
MOOLAP,VIC1731,209,Corangamite,0.9251779,Good,Good,0
MOOLAP,VIC1731,210,Corio,0.0748221,Good,Good,0
MOOLARBEN,NSW2713,107,Calare,1,Good,Good,0
MOOLAWATANA,SA210006130,404,Grey,1,Good,Good,0
MOOLBOOLAMAN,QLD1942,311,Flynn,1,Good,Good,0
MOOLERR,VIC1732,229,Mallee,1,Good,Good,0
MOOLEULOOLOO,SA210006193,404,Grey,1,Good,Good,0
MOOLIABEENEE,WA2673,512,Pearce,1,Good,Good,0
MOOLLATTOO,NSW2714,116,Gilmore,1,Good,Good,0
MOOLOO,QLD1943,329,Wide Bay,1,Good,Good,0
MOOLOOLABA,QLD1944,310,Fisher,1,Good,Good,0
MOOLOOLAH VALLEY,QLD1945,310,Fisher,1,Good,Good,0
MOOLOOLOO,SA210006063,404,Grey,1,Good,Good,0
MOOLORT,VIC1733,229,Mallee,1,Good,Good,0
MOOLPA,NSW2715,114,Farrer,1,Good,Good,0
MOOMBOOLDOOL,NSW2716,114,Farrer,1,Good,Good,0
MOOMBRA,QLD1946,301,Blair,1,Good,Good,0
MOOMBRIA,QLD1947,321,Maranoa,1,Good,Good,0
MOOMIN,QLD1948,317,Kennedy,1,Good,Good,0
MOONAH,TAS416,603,Clark,1,Good,Good,0
MOONAMBEL,VIC1734,229,Mallee,1,Good,Good,0
MOONAN BROOK,NSW2717,130,New England,1,Good,Good,0
MOONAN FLAT,NSW2718,130,New England,1,Good,Good,0
MOONAREE,SA210006075,404,Grey,1,Good,Good,0
MOONBAH,NSW2719,113,Eden-Monaro,1,Good,Good,0
MOONBI,NSW2720,130,New England,1,Good,Good,0
MOONBRIA,NSW2721,114,Farrer,1,Good,Good,0
MOONDAH,WA2669,512,Pearce,1,Good,Good,0
MOONDARRA,VIC1735,234,Monash,1,Good,Good,0
MOONDOONER,QLD1949,329,Wide Bay,1,Good,Good,0
MOONDYNE,WA2629,512,Pearce,1,Good,Good,0
MOONEBA,NSW2722,110,Cowper,1,Good,Good,0
MOONEE,NSW2723,141,Shortland,1,Good,Good,0
MOONEE BEACH,NSW2724,133,Page,1,Good,Good,0
MOONEE PONDS,VIC1736,230,Maribyrnong,1,Good,Good,0
MOONEY MOONEY,NSW2726,140,Robertson,1,Good,Good,0
MOONEY MOONEY CREEK,NSW2727,140,Robertson,1,Good,Good,0
MOONFORD,QLD1950,311,Flynn,1,Good,Good,0
MOONGAN,QLD1951,311,Flynn,1,Good,Good,0
MOONIE,QLD1952,321,Maranoa,1,Good,Good,0
MOONIES HILL,WA2107,511,O'Connor,1,Good,Good,0
MOONLIGHT FLAT,VIC2987,203,Bendigo,1,Good,Good,0
MOONLIGHT FLAT,VIC2988,229,Mallee,1,Good,Good,0
MOONPAR,NSW2728,133,Page,1,Good,Good,0
MOONTA,SA867,404,Grey,1,Good,Good,0
MOONTA BAY,SA868,404,Grey,1,Good,Good,0
MOONTA MINES,SA869,404,Grey,1,Good,Good,0
MOONYOONOOKA,WA2715,506,Durack,1,Good,Good,0
MOORA,VIC1739,235,Nicholls,1,Good,Good,0
MOORA,WA2279,506,Durack,1,Good,Good,0
MOORABBIN,VIC1740,223,Isaacs,1,Acceptable,Good,0
MOORABBIN AIRPORT,VIC1741,223,Isaacs,1,Acceptable,Good,0
MOORABOOL,VIC1742,210,Corio,1,Good,Good,0
MOORAK,SA870,402,Barker,1,Good,Good,0
MOORAL CREEK,NSW2729,124,Lyne,1,Good,Good,0
MOORALLA,VIC1743,237,Wannon,1,Good,Good,0
MOORANG,QLD1953,330,Wright,1,Good,Good,0
MOORARA,NSW5054,114,Farrer,1,Good,Good,0
MOORBEL,NSW2730,107,Calare,1,Good,Good,0
MOORE,QLD1954,301,Blair,1,Good,Good,0
MOORE CREEK,NSW2731,130,New England,1,Good,Good,0
MOORE PARK,NSW2732,145,Wentworth,1,Good,Good,0
MOORE PARK BEACH,QLD1955,311,Flynn,1,Good,Good,0
MOORE RIVER NATIONAL PARK,WA2073,512,Pearce,1,Good,Good,0
MOOREBANK,NSW2733,115,Fowler,0,Good,Good,1
MOOREBANK,NSW2733,119,Hughes,1,Good,Good,0
MOORES POCKET,QLD1956,301,Blair,1,Good,Good,0
MOOREVILLE,TAS417,602,Braddon,1,Good,Good,0
MOORIARY,WA2722,506,Durack,1,Good,Good,0
MOORILDA,NSW2734,107,Calare,1,Good,Good,0
MOORILIM,VIC1744,235,Nicholls,1,Good,Good,0
MOORILLAH,SA210006015,404,Grey,1,Good,Good,0
MOORINA,QLD1957,320,Longman,1,Good,Good,0
MOORINA,TAS418,601,Bass,1,Good,Good,0
MOORINE ROCK,WA2348,506,Durack,1,Good,Good,0
MOORLAND,NSW2735,124,Lyne,1,Good,Good,0
MOORLAND,QLD1958,311,Flynn,1,Good,Good,0
MOORLANDS,SA871,402,Barker,1,Good,Good,0
MOORLEAH,TAS419,602,Braddon,1,Good,Good,0
MOORMBOOL WEST,VIC1745,235,Nicholls,1,Good,Good,0
MOORNAPA,VIC1746,216,Gippsland,1,Good,Good,0
MOORNGAG,VIC1747,222,Indi,1,Good,Good,0
MOORONG,NSW2736,139,Riverina,1,Good,Good,0
MOOROOBOOL,QLD1959,318,Leichhardt,1,Good,Good,0
MOOROODUC,VIC1748,213,Flinders,1,Good,Good,0
MOOROOK,SA872,402,Barker,1,Good,Good,0
MOOROOK SOUTH,SA873,402,Barker,1,Good,Good,0
MOOROOKA,QLD1960,324,Moreton,1,Good,Good,0
MOOROOLBARK,VIC1749,206,Casey,1,Good,Good,0
MOOROOPNA,VIC1750,235,Nicholls,1,Good,Good,0
MOOROOPNA NORTH,VIC1751,235,Nicholls,1,Good,Good,0
MOOROOPNA NORTH WEST,VIC1752,235,Nicholls,1,Good,Good,0
MOORWATHA,NSW2737,114,Farrer,1,Good,Good,0
MOPARRABAH,NSW2738,110,Cowper,1,Good,Good,0
MOPPA,SA874,402,Barker,1,Good,Good,0
MOPPY,NSW2739,124,Lyne,1,Good,Good,0
MORABY,QLD1961,321,Maranoa,1,Good,Good,0
MORAGO,NSW2740,114,Farrer,1,Good,Good,0
MORANBAH,QLD1962,305,Capricornia,1,Good,Good,0
MORANDING,VIC1753,231,McEwen,1,Good,Good,0
MORANGARELL,NSW2741,139,Riverina,1,Good,Good,0
MORANGUP,WA2226,512,Pearce,1,Good,Good,0
MORANS CROSSING,NSW2742,113,Eden-Monaro,1,Good,Good,0
MORASS BAY,TAS420,605,Lyons,1,Good,Good,0
MORAWA,WA2395,506,Durack,1,Good,Good,0
MORAYFIELD,QLD1963,320,Longman,1,Good,Good,0
MORBINNING,WA2654,512,Pearce,1,Good,Good,0
MORCHARD,SA875,404,Grey,1,Good,Good,0
MORDALUP,WA2087,511,O'Connor,1,Good,Good,0
MORDIALLOC,VIC1754,223,Isaacs,1,Acceptable,Good,0
MOREE,NSW2743,134,Parkes,1,Good,Good,0
MOREGATTA,QLD1964,317,Kennedy,1,Good,Good,0
MORESBY,QLD1966,317,Kennedy,1,Good,Good,0
MORESBY,WA2967,506,Durack,1,Good,Good,0
MORETON BAY,QLD1967,302,Bonner,0.25,Good,Good,0
MORETON BAY,QLD1967,303,Bowman,0.75,Good,Good,0
MORETON ISLAND,QLD1968,302,Bonner,1,Good,Good,0
MORGAN,SA876,402,Barker,1,Good,Good,0
MORGAN PARK,QLD1969,321,Maranoa,1,Good,Good,0
MORGANTOWN,WA3382,506,Durack,1,Good,Good,0
MORGANVILLE,QLD1970,311,Flynn,1,Good,Good,0
MORGIANA,VIC1755,237,Wannon,1,Good,Good,0
MORIAC,VIC1756,209,Corangamite,1,Good,Good,0
MORIARTY,TAS421,602,Braddon,1,Good,Good,0
MORINISH,QLD1971,311,Flynn,1,Good,Good,0
MORINISH SOUTH,QLD1972,311,Flynn,1,Good,Good,0
MORISSET,NSW2744,121,Hunter,1,Good,Good,0
MORISSET PARK,NSW2745,121,Hunter,1,Good,Good,0
MORLEY,WA2870,513,Perth,0.9643281,Good,Good,0
MORLEY,WA2870,514,Stirling,0.0356719,Good,Good,0
MORN HILL,SA877,402,Barker,1,Good,Good,0
MORNING BAY,NSW2746,126,Mackellar,1,Good,Good,0
MORNINGSIDE,QLD1973,313,Griffith,1,Good,Good,0
MORNINGTON,QLD1974,317,Kennedy,1,Good,Good,0
MORNINGTON,TAS422,604,Franklin,1,Good,Good,0
MORNINGTON,VIC1757,213,Flinders,1,Good,Good,0
MORNINGTON,WA2128,507,Forrest,0.9999996,Good,Good,0
MORNINGTON,WA2128,511,O'Connor,4e-07,Good,Good,1
MOROKA,VIC1758,216,Gippsland,1,Good,Good,0
MORORO,NSW2747,133,Page,1,Good,Good,0
MORPETH,NSW2748,136,Paterson,1,Good,Good,0
MORPHETT VALE,SA878,406,Kingston,1,Good,Good,0
MORPHETTS FLAT,SA879,402,Barker,1,Good,Good,0
MORPHETTVILLE,SA880,403,Boothby,1,Good,Good,0
MORRISONS,VIC1759,202,Ballarat,1,Good,Good,0
MORRL MORRL,VIC1760,229,Mallee,1,Good,Good,0
MORTANA,SA881,404,Grey,1,Good,Good,0
MORTDALE,NSW2749,101,Banks,1,Acceptable,Good,0
MORTLAKE,NSW2750,137,Reid,1,Good,Good,0
MORTLAKE,VIC1761,237,Wannon,1,Good,Good,0
MORTON,NSW2751,116,Gilmore,1,Good,Good,0
MORTON PLAINS,VIC1762,229,Mallee,1,Good,Good,0
MORTON VALE,QLD1975,330,Wright,1,Good,Good,0
MORTONS CREEK,NSW2752,124,Lyne,1,Good,Good,0
MORTS ESTATE,NSW2753,107,Calare,1,Good,Good,0
MORUNDAH,NSW2755,114,Farrer,1,Good,Good,0
MORUYA,NSW2756,116,Gilmore,1,Good,Good,0
MORUYA HEADS,NSW2757,116,Gilmore,1,Good,Good,0
MORVEN,NSW2758,130,New England,1,Good,Good,0
MORVEN,NSW2759,114,Farrer,1,Good,Good,0
MORVEN,QLD1976,321,Maranoa,1,Good,Good,0
MORWELL,VIC1763,216,Gippsland,1,Good,Good,0
MORWINCHA,QLD1977,330,Wright,1,Good,Good,0
MOSELEY,SA882,404,Grey,1,Good,Good,0
MOSMAN,NSW2760,143,Warringah,1,Acceptable,Good,0
MOSMAN PARK,QLD1978,317,Kennedy,1,Good,Good,0
MOSMAN PARK,WA3100,505,Curtin,1,Good,Good,0
MOSQUITO CREEK,QLD1979,321,Maranoa,1,Good,Good,0
MOSQUITO HILL,SA883,408,Mayo,1,Good,Good,0
MOSS VALE,NSW2761,147,Whitlam,1,Good,Good,0
MOSSGIEL,NSW2762,114,Farrer,0.6756759,Good,Good,0
MOSSGIEL,NSW2762,134,Parkes,0.3243241,Good,Good,0
MOSSIFACE,VIC1764,216,Gippsland,1,Good,Good,0
MOSSMAN,QLD1980,318,Leichhardt,1,Good,Good,0
MOSSMAN GORGE,QLD1981,318,Leichhardt,1,Good,Good,0
MOSSY POINT,NSW2763,116,Gilmore,1,Good,Good,0
MOTHAR MOUNTAIN,QLD1982,329,Wide Bay,1,Good,Good,0
MOTLEY,QLD1983,314,Groom,1,Good,Good,0
MOTO,NSW2764,124,Lyne,1,Good,Good,0
MOTPENA,SA210006064,404,Grey,1,Good,Good,0
MOULAMEIN,NSW2765,114,Farrer,1,Good,Good,0
MOULDEN,NT195,702,Solomon,1,Good,Good,0
MOULYINNING,WA2189,511,O'Connor,1,Good,Good,0
MOUNT ABUNDANCE,QLD1984,321,Maranoa,1,Good,Good,0
MOUNT ADAMS,WA1936,506,Durack,1,Good,Good,0
MOUNT ADRAH,NSW2766,113,Eden-Monaro,0.1176476,Good,Good,0
